1.000150000000000000e+05,2.544910179640718587e-03,2.544910179640718587e-03
1.000610000000000000e+05,2.969798657718120908e-03,2.969798657718120908e-03
1.000700000000000000e+05,7.572202166064982178e-03,7.572202166064982178e-03
1.001390000000000000e+05,2.429687499999999990e-03,2.429687499999999990e-03
1.001590000000000000e+05,4.241666666666667022e-03,4.233333333333333739e-03
1.001600000000000000e+05,3.345864661654135170e-03,3.345864661654135170e-03
1.001650000000000000e+05,3.008333333333333345e-03,3.008333333333333345e-03
1.001700000000000000e+05,1.602459016393442681e-02,5.266393442622950734e-03
1.002130000000000000e+05,3.317039106145251368e-03,3.317039106145251368e-03
1.002350000000000000e+05,3.249063670411984992e-03,3.249063670411984992e-03
1.002610000000000000e+05,1.598659003831417666e-02,6.848659003831417819e-03
1.002640000000000000e+05,5.517241379310344404e-03,5.517241379310344404e-03
1.003760000000000000e+05,3.075000000000000042e-03,3.075000000000000042e-03
1.003900000000000000e+05,4.637500000000000129e-03,4.637500000000000129e-03
1.003910000000000000e+05,3.439849624060150376e-03,3.439849624060150376e-03
1.003960000000000000e+05,8.171936758893280986e-03,8.171936758893280986e-03
1.004000000000000000e+03,3.516666666666666639e-03,3.516666666666666639e-03
1.004310000000000000e+05,3.731203007518796994e-03,3.731203007518796994e-03
1.004390000000000000e+05,3.872180451127819369e-03,3.872180451127819369e-03
1.004500000000000000e+05,5.375939849624060060e-03,5.375939849624060060e-03
1.004610000000000000e+05,6.875000000000000035e-03,6.875000000000000035e-03
1.004650000000000000e+05,3.045112781954887118e-03,3.045112781954887118e-03
1.004720000000000000e+05,3.455056179775280786e-03,3.455056179775280786e-03
1.004860000000000000e+05,3.966165413533834574e-03,3.966165413533834574e-03
1.005170000000000000e+05,2.988721804511278082e-03,2.988721804511278082e-03
1.005180000000000000e+05,4.031954887218045479e-03,4.031954887218045479e-03
1.005420000000000000e+05,3.449612403100775319e-03,3.449612403100775319e-03
1.005430000000000000e+05,5.195895522388059747e-03,5.186567164179104773e-03
1.006310000000000000e+05,4.257518796992481626e-03,4.257518796992481626e-03
1.006330000000000000e+05,3.664062499999999785e-03,3.593750000000000156e-03
1.006640000000000000e+05,2.528089887640449281e-03,2.528089887640449281e-03
1.006700000000000000e+05,2.387499999999999865e-03,2.387499999999999865e-03
1.006840000000000000e+05,3.641791044776119569e-03,3.641791044776119569e-03
1.007900000000000000e+04,2.425000000000000072e-03,2.425000000000000072e-03
1.007910000000000000e+05,2.724719101123595621e-03,2.724719101123595621e-03
1.008560000000000000e+05,9.732142857142857609e-03,5.607142857142857414e-03
1.009900000000000000e+05,5.363549618320610779e-02,9.618320610687023167e-03
1.009910000000000000e+05,3.584710743801652715e-03,3.574380165289256072e-03
1.010000000000000000e+02,6.433333333333333438e-03,6.433333333333333438e-03
1.010330000000000000e+05,1.882022471910112455e-03,1.882022471910112455e-03
1.010340000000000000e+05,4.017543859649122875e-03,4.017543859649122875e-03
1.010350000000000000e+05,4.061461794019933721e-03,4.061461794019933721e-03
1.010600000000000000e+05,2.556179775280898944e-03,2.556179775280898944e-03
1.011150000000000000e+05,2.775229357798164945e-03,2.775229357798164945e-03
1.011680000000000000e+05,8.168316831683168633e-03,7.384488448844884687e-03
1.012690000000000000e+05,3.625000000000000184e-03,3.625000000000000184e-03
1.012910000000000000e+05,2.874999999999999951e-03,2.874999999999999951e-03
1.013130000000000000e+05,2.983333333333333497e-03,2.983333333333333497e-03
1.013140000000000000e+05,2.386363636363636551e-03,2.386363636363636551e-03
1.013280000000000000e+05,5.450819672131147590e-03,5.450819672131147590e-03
1.013290000000000000e+05,4.433333333333333397e-03,4.433333333333333397e-03
1.013400000000000000e+04,2.308333333333333244e-03,2.308333333333333244e-03
1.013500000000000000e+04,2.668539325842696729e-03,2.668539325842696729e-03
1.013570000000000000e+05,2.940074906367041302e-03,2.940074906367041302e-03
1.013720000000000000e+05,3.787878787878787984e-03,3.787878787878787984e-03
1.013760000000000000e+05,4.869402985074627009e-03,4.869402985074627009e-03
1.013870000000000000e+05,2.798408488063660292e-03,2.798408488063660292e-03
1.013890000000000000e+05,3.174061433447099116e-03,3.174061433447099116e-03
1.013920000000000000e+05,5.087500000000000008e-03,5.074999999999999650e-03
1.013940000000000000e+05,3.176156583629893403e-03,3.176156583629893403e-03
1.013950000000000000e+05,4.107142857142856950e-03,4.107142857142856950e-03
1.013960000000000000e+05,3.632812500000000191e-03,3.632812500000000191e-03
1.014030000000000000e+05,3.827913279132791162e-03,3.827913279132791162e-03
1.014140000000000000e+05,3.270491803278688728e-03,3.270491803278688728e-03
1.014150000000000000e+05,3.160919540229885014e-03,3.160919540229885014e-03
1.014340000000000000e+05,3.966666666666666952e-03,3.966666666666666952e-03
1.014490000000000000e+05,3.821656050955414032e-03,3.821656050955414032e-03
1.014550000000000000e+05,5.173469387755102317e-03,5.173469387755102317e-03
1.014660000000000000e+05,1.025000000000000043e-02,6.883333333333333318e-03
1.014700000000000000e+05,2.562500000000000108e-03,2.562500000000000108e-03
1.015130000000000000e+05,4.117132867132867156e-03,4.117132867132867156e-03
1.015580000000000000e+05,3.658333333333333316e-03,3.658333333333333316e-03
1.016360000000000000e+05,3.900375939849624104e-03,3.900375939849624104e-03
1.016410000000000000e+05,2.716666666666666709e-03,2.716666666666666709e-03
1.016520000000000000e+05,4.078749999999999737e-02,5.187500000000000271e-03
1.016770000000000000e+05,3.683333333333333164e-03,3.683333333333333164e-03
1.016930000000000000e+05,3.837209302325581516e-03,3.837209302325581516e-03
1.017490000000000000e+05,2.798387096774193530e-03,2.790322580645161320e-03
1.017600000000000000e+04,2.976190476190476025e-03,2.957875457875458036e-03
1.017700000000000000e+05,3.380872483221476332e-03,3.380872483221476332e-03
1.017870000000000000e+05,3.035714285714285685e-03,3.035714285714285685e-03
1.017970000000000000e+05,4.198943661971830769e-03,4.190140845070422677e-03
1.018060000000000000e+05,4.088345864661654082e-03,4.078947368421052648e-03
1.018170000000000000e+05,3.316666666666666548e-03,3.316666666666666548e-03
1.018580000000000000e+05,2.404580152671755792e-03,2.410941475826972220e-03
1.018670000000000000e+05,4.666666666666667053e-03,4.675000000000000336e-03
1.018750000000000000e+05,4.325842696629213398e-03,4.325842696629213398e-03
1.018890000000000000e+05,5.074999999999999650e-03,5.049999999999999802e-03
1.018970000000000000e+05,2.799999999999999972e-03,2.783333333333333406e-03
1.019020000000000000e+05,3.824999999999999841e-03,3.824999999999999841e-03
1.019200000000000000e+05,3.502570694087403427e-03,3.489717223650385790e-03
1.019680000000000000e+05,1.928838951310861459e-03,1.928838951310861459e-03
1.020300000000000000e+05,4.658333333333332903e-03,4.658333333333332903e-03
1.020520000000000000e+05,2.696629213483145958e-03,2.696629213483145958e-03
1.020860000000000000e+05,5.149812734082396572e-03,5.149812734082396572e-03
1.021050000000000000e+05,3.872832369942196332e-03,3.872832369942196332e-03
1.021360000000000000e+05,5.290948275862068610e-03,5.290948275862068610e-03
1.022000000000000000e+04,3.000000000000000062e-03,3.000000000000000062e-03
1.022310000000000000e+05,4.612068965517241229e-03,4.612068965517241229e-03
1.022880000000000000e+05,2.463017751479289891e-03,2.477810650887573869e-03
1.022920000000000000e+05,5.567685589519650279e-03,5.567685589519650279e-03
1.023510000000000000e+05,2.824999999999999820e-03,2.816666666666666537e-03
1.024000000000000000e+05,3.796874999999999903e-03,3.796874999999999903e-03
1.024400000000000000e+05,4.976562500000000083e-03,4.976562500000000083e-03
1.024450000000000000e+05,3.679775280898876354e-03,3.679775280898876354e-03
1.025220000000000000e+05,3.236940298507462888e-03,3.236940298507462888e-03
1.025870000000000000e+05,3.476277372262773831e-03,3.476277372262773831e-03
1.025890000000000000e+05,5.088104032009849176e-03,5.088104032009849176e-03
1.026070000000000000e+05,4.819444444444444774e-03,4.833333333333333579e-03
1.026600000000000000e+04,2.576271186440677770e-03,2.576271186440677770e-03
1.026610000000000000e+05,2.941558441558441653e-03,2.941558441558441653e-03
1.026660000000000000e+05,4.155629139072847950e-03,4.155629139072847950e-03
1.027000000000000000e+05,3.433333333333333376e-03,3.433333333333333376e-03
1.027360000000000000e+05,4.400749063670411632e-03,4.400749063670411632e-03
1.027400000000000000e+05,3.453177257525083706e-03,3.453177257525083706e-03
1.027510000000000000e+05,6.491666666666666419e-03,6.491666666666666419e-03
1.027560000000000000e+05,4.224999999999999589e-03,4.241666666666667022e-03
1.027680000000000000e+05,3.201058201058201019e-03,3.201058201058201019e-03
1.027870000000000000e+05,4.015625000000000097e-03,4.015625000000000097e-03
1.027900000000000000e+04,3.572761194029850599e-03,3.572761194029850599e-03
1.028170000000000000e+05,2.715946843853820486e-03,2.715946843853820486e-03
1.028200000000000000e+05,2.867187499999999944e-03,2.859374999999999938e-03
1.028230000000000000e+05,9.249999999999999542e-03,9.249999999999999542e-03
1.028240000000000000e+05,3.328124999999999920e-03,3.328124999999999920e-03
1.028260000000000000e+05,2.140625000000000167e-03,2.140625000000000167e-03
1.028300000000000000e+04,2.625000000000000163e-03,2.625000000000000163e-03
1.028310000000000000e+05,3.000000000000000062e-03,3.000000000000000062e-03
1.028340000000000000e+05,3.640625000000000198e-03,3.640625000000000198e-03
1.028730000000000000e+05,3.871237458193979748e-03,3.879598662207357686e-03
1.028850000000000000e+05,2.734627831715210483e-03,2.734627831715210483e-03
1.028960000000000000e+05,4.021739130434782636e-03,4.012681159420290050e-03
1.029010000000000000e+05,8.058333333333334014e-03,8.075000000000000580e-03
1.029410000000000000e+05,2.985197368421052544e-03,2.985197368421052544e-03
1.029480000000000000e+05,8.649999999999999703e-03,8.633333333333333137e-03
